crop_type,soil_ph,relative_humidity_pct,air_temperature_c,growth_stage,Target_Nutrient,Form,Fertilizer
maize,6.9,27,22.7,vegetative,Calcium & Sulfur,Granular,Gypsum
maize,6.9,27,22.7,vegetative,Balanced NPK,Granular,"Compound NPK (e.g., 16-16-16)"
maize,6.9,27,22.7,vegetative,Slow release nutrients,Organic bulk,Farm Yard Manure / Compost
maize,6.9,27,22.7,vegetative,Micronutrients,Liquid (foliar),"Foliar Micronutrient mix (Fe,Zn,Mn)"
maize,6.03,71,22.0,vegetative,Nitrogen,Granular,Urea (46% N)
maize,6.03,71,22.0,vegetative,Phosphorus & N,Granular,DAP (18-46-0)
maize,6.03,71,22.0,vegetative,Potassium,Granular,MOP (KCl)
maize,6.03,71,22.0,vegetative,Nitrogen,Granular,Ammonium Nitrate / CAN
maize,6.03,71,22.0,vegetative,Phosphorus & N,Granular,Monoammonium Phosphate (MAP 11-52-0)
maize,6.03,71,22.0,vegetative,Zinc,Granular/foliar,Zinc Sulfate
maize,6.03,71,22.0,vegetative,Calcium & Sulfur,Granular,Gypsum
maize,6.03,71,22.0,vegetative,Balanced NPK,Granular,"Compound NPK (e.g., 16-16-16)"
maize,6.03,71,22.0,vegetative,Slow release nutrients,Organic bulk,Farm Yard Manure / Compost
maize,6.03,71,22.0,vegetative,Micronutrients,Liquid (foliar),"Foliar Micronutrient mix (Fe,Zn,Mn)"
maize,6.1,56,28.9,vegetative,Nitrogen,Granular,Urea (46% N)
maize,6.1,56,28.9,vegetative,Phosphorus & N,Granular,DAP (18-46-0)
maize,6.1,56,28.9,vegetative,Potassium,Granular,MOP (KCl)
maize,6.1,56,28.9,vegetative,Nitrogen,Granular,Ammonium Nitrate / CAN
maize,6.1,56,28.9,vegetative,Phosphorus & N,Granular,Monoammonium Phosphate (MAP 11-52-0)
maize,6.1,56,28.9,vegetative,Zinc,Granular/foliar,Zinc Sulfate
maize,6.1,56,28.9,vegetative,Calcium & Sulfur,Granular,Gypsum
maize,6.1,56,28.9,vegetative,Balanced NPK,Granular,"Compound NPK (e.g., 16-16-16)"
maize,6.1,56,28.9,vegetative,Slow release nutrients,Organic bulk,Farm Yard Manure / Compost
maize,6.1,56,28.9,vegetative,Micronutrients,Liquid (foliar),"Foliar Micronutrient mix (Fe,Zn,Mn)"
maize,7.69,69,29.5,vegetative,Nitrogen,Granular,Urea (46% N)
maize,7.69,69,29.5,vegetative,Phosphorus & N,Granular,DAP (18-46-0)
maize,7.69,69,29.5,vegetative,Potassium,Granular,MOP (KCl)
maize,7.69,69,29.5,vegetative,Nitrogen,Granular,Ammonium Nitrate / CAN
maize,7.69,69,29.5,vegetative,Phosphorus & N,Granular,Monoammonium Phosphate (MAP 11-52-0)
maize,7.69,69,29.5,vegetative,Zinc,Granular/foliar,Zinc Sulfate
maize,7.69,69,29.5,vegetative,Calcium & Sulfur,Granular,Gypsum
maize,7.69,69,29.5,vegetative,Balanced NPK,Granular,"Compound NPK (e.g., 16-16-16)"
maize,7.69,69,29.5,vegetative,Slow release nutrients,Organic bulk,Farm Yard Manure / Compost
maize,7.69,69,29.5,vegetative,Micronutrients,Liquid (foliar),"Foliar Micronutrient mix (Fe,Zn,Mn)"
maize,7.57,72,26.1,flowering,Nitrogen,Granular,Urea (46% N)
maize,7.57,72,26.1,flowering,Phosphorus & N,Granular,DAP (18-46-0)
maize,7.57,72,26.1,flowering,Potassium,Granular,MOP (KCl)
maize,7.57,72,26.1,flowering,Nitrogen,Granular,Ammonium Nitrate / CAN
maize,7.57,72,26.1,flowering,Phosphorus & N,Granular,Monoammonium Phosphate (MAP 11-52-0)
maize,7.57,72,26.1,flowering,Zinc,Granular/foliar,Zinc Sulfate
maize,7.57,72,26.1,flowering,Calcium & Sulfur,Granular,Gypsum
maize,7.57,72,26.1,flowering,Balanced NPK,Granular,"Compound NPK (e.g., 16-16-16)"
maize,7.57,72,26.1,flowering,Slow release nutrients,Organic bulk,Farm Yard Manure / Compost
maize,7.57,72,26.1,flowering,Micronutrients,Liquid (foliar),"Foliar Micronutrient mix (Fe,Zn,Mn)"
maize,5.8,55,42.5,vegetative,Nitrogen,Granular,Urea (46% N)
maize,5.8,55,42.5,vegetative,Phosphorus & N,Granular,DAP (18-46-0)
maize,5.8,55,42.5,vegetative,Potassium,Granular,MOP (KCl)
maize,5.8,55,42.5,vegetative,Nitrogen,Granular,Ammonium Nitrate / CAN
maize,5.8,55,42.5,vegetative,Phosphorus & N,Granular,Monoammonium Phosphate (MAP 11-52-0)
maize,5.8,55,42.5,vegetative,Zinc,Granular/foliar,Zinc Sulfate
maize,5.8,55,42.5,vegetative,Calcium & Sulfur,Granular,Gypsum
maize,5.8,55,42.5,vegetative,Balanced NPK,Granular,"Compound NPK (e.g., 16-16-16)"
maize,5.8,55,42.5,vegetative,Slow release nutrients,Organic bulk,Farm Yard Manure / Compost
maize,5.8,55,42.5,vegetative,Micronutrients,Liquid (foliar),"Foliar Micronutrient mix (Fe,Zn,Mn)"
maize,6.08,36,36.8,vegetative,Nitrogen,Granular,Urea (46% N)
maize,6.08,36,36.8,vegetative,Phosphorus & N,Granular,DAP (18-46-0)
maize,6.08,36,36.8,vegetative,Potassium,Granular,MOP (KCl)
maize,6.08,36,36.8,vegetative,Nitrogen,Granular,Ammonium Nitrate / CAN
maize,6.08,36,36.8,vegetative,Phosphorus & N,Granular,Monoammonium Phosphate (MAP 11-52-0)
maize,6.08,36,36.8,vegetative,Zinc,Granular/foliar,Zinc Sulfate
maize,6.08,36,36.8,vegetative,Calcium & Sulfur,Granular,Gypsum
maize,6.08,36,36.8,vegetative,Balanced NPK,Granular,"Compound NPK (e.g., 16-16-16)"
maize,6.08,36,36.8,vegetative,Slow release nutrients,Organic bulk,Farm Yard Manure / Compost
maize,6.08,36,36.8,vegetative,Micronutrients,Liquid (foliar),"Foliar Micronutrient mix (Fe,Zn,Mn)"
maize,6.95,77,20.9,vegetative,Nitrogen,Granular,Urea (46% N)
maize,6.95,77,20.9,vegetative,Phosphorus & N,Granular,DAP (18-46-0)
maize,6.95,77,20.9,vegetative,Potassium,Granular,MOP (KCl)
maize,6.95,77,20.9,vegetative,Nitrogen,Granular,Ammonium Nitrate / CAN
maize,6.95,77,20.9,vegetative,Phosphorus & N,Granular,Monoammonium Phosphate (MAP 11-52-0)
maize,6.95,77,20.9,vegetative,Zinc,Granular/foliar,Zinc Sulfate
maize,6.95,77,20.9,vegetative,Calcium & Sulfur,Granular,Gypsum
maize,6.95,77,20.9,vegetative,Balanced NPK,Granular,"Compound NPK (e.g., 16-16-16)"
maize,6.95,77,20.9,vegetative,Slow release nutrients,Organic bulk,Farm Yard Manure / Compost
maize,6.95,77,20.9,vegetative,Micronutrients,Liquid (foliar),"Foliar Micronutrient mix (Fe,Zn,Mn)"
maize,6.69,75,27.2,vegetative,Nitrogen,Granular,Urea (46% N)
maize,6.69,75,27.2,vegetative,Phosphorus & N,Granular,DAP (18-46-0)
maize,6.69,75,27.2,vegetative,Potassium,Granular,MOP (KCl)
maize,6.69,75,27.2,vegetative,Nitrogen,Granular,Ammonium Nitrate / CAN
maize,6.69,75,27.2,vegetative,Phosphorus & N,Granular,Monoammonium Phosphate (MAP 11-52-0)
maize,6.69,75,27.2,vegetative,Zinc,Granular/foliar,Zinc Sulfate
maize,6.69,75,27.2,vegetative,Calcium & Sulfur,Granular,Gypsum
maize,6.69,75,27.2,vegetative,Balanced NPK,Granular,"Compound NPK (e.g., 16-16-16)"
maize,6.69,75,27.2,vegetative,Slow release nutrients,Organic bulk,Farm Yard Manure / Compost
maize,6.69,75,27.2,vegetative,Micronutrients,Liquid (foliar),"Foliar Micronutrient mix (Fe,Zn,Mn)"
maize,6.81,63,28.4,vegetative,Nitrogen,Granular,Urea (46% N)
maize,6.81,63,28.4,vegetative,Phosphorus & N,Granular,DAP (18-46-0)
maize,6.81,63,28.4,vegetative,Potassium,Granular,MOP (KCl)
maize,6.81,63,28.4,vegetative,Nitrogen,Granular,Ammonium Nitrate / CAN
maize,6.81,63,28.4,vegetative,Phosphorus & N,Granular,Monoammonium Phosphate (MAP 11-52-0)
maize,6.81,63,28.4,vegetative,Zinc,Granular/foliar,Zinc Sulfate
maize,6.81,63,28.4,vegetative,Calcium & Sulfur,Granular,Gypsum
maize,6.81,63,28.4,vegetative,Balanced NPK,Granular,"Compound NPK (e.g., 16-16-16)"
maize,6.81,63,28.4,vegetative,Slow release nutrients,Organic bulk,Farm Yard Manure / Compost
maize,6.81,63,28.4,vegetative,Micronutrients,Liquid (foliar),"Foliar Micronutrient mix (Fe,Zn,Mn)"
maize,6.34,75,17.7,vegetative,Nitrogen,Granular,Urea (46% N)
maize,6.34,75,17.7,vegetative,Phosphorus & N,Granular,DAP (18-46-0)
maize,6.34,75,17.7,vegetative,Potassium,Granular,MOP (KCl)
maize,6.34,75,17.7,vegetative,Nitrogen,Granular,Ammonium Nitrate / CAN
maize,6.34,75,17.7,vegetative,Phosphorus & N,Granular,Monoammonium Phosphate (MAP 11-52-0)
maize,6.34,75,17.7,vegetative,Zinc,Granular/foliar,Zinc Sulfate
maize,6.34,75,17.7,vegetative,Calcium & Sulfur,Granular,Gypsum
maize,6.34,75,17.7,vegetative,Balanced NPK,Granular,"Compound NPK (e.g., 16-16-16)"
maize,6.34,75,17.7,vegetative,Slow release nutrients,Organic bulk,Farm Yard Manure / Compost
maize,6.34,75,17.7,vegetative,Micronutrients,Liquid (foliar),"Foliar Micronutrient mix (Fe,Zn,Mn)"
maize,6.13,50,15.0,vegetative,Nitrogen,Granular,Urea (46% N)
maize,6.13,50,15.0,vegetative,Phosphorus & N,Granular,DAP (18-46-0)
maize,6.13,50,15.0,vegetative,Potassium,Granular,MOP (KCl)
maize,6.13,50,15.0,vegetative,Nitrogen,Granular,Ammonium Nitrate / CAN
maize,6.13,50,15.0,vegetative,Phosphorus & N,Granular,Monoammonium Phosphate (MAP 11-52-0)
maize,6.13,50,15.0,vegetative,Zinc,Granular/foliar,Zinc Sulfate
maize,6.13,50,15.0,vegetative,Calcium & Sulfur,Granular,Gypsum
maize,6.13,50,15.0,vegetative,Balanced NPK,Granular,"Compound NPK (e.g., 16-16-16)"
maize,6.13,50,15.0,vegetative,Slow release nutrients,Organic bulk,Farm Yard Manure / Compost
maize,6.13,50,15.0,vegetative,Micronutrients,Liquid (foliar),"Foliar Micronutrient mix (Fe,Zn,Mn)"
maize,7.0,80,26.7,vegetative,Nitrogen,Granular,Urea (46% N)
maize,7.0,80,26.7,vegetative,Phosphorus & N,Granular,DAP (18-46-0)
maize,7.0,80,26.7,vegetative,Potassium,Granular,MOP (KCl)
maize,7.0,80,26.7,vegetative,Nitrogen,Granular,Ammonium Nitrate / CAN
maize,7.0,80,26.7,vegetative,Phosphorus & N,Granular,Monoammonium Phosphate (MAP 11-52-0)
maize,7.0,80,26.7,vegetative,Zinc,Granular/foliar,Zinc Sulfate
maize,7.0,80,26.7,vegetative,Calcium & Sulfur,Granular,Gypsum
maize,7.0,80,26.7,vegetative,Balanced NPK,Granular,"Compound NPK (e.g., 16-16-16)"
maize,7.0,80,26.7,vegetative,Slow release nutrients,Organic bulk,Farm Yard Manure / Compost
maize,7.0,80,26.7,vegetative,Micronutrients,Liquid (foliar),"Foliar Micronutrient mix (Fe,Zn,Mn)"
maize,7.16,47,18.5,vegetative,Nitrogen,Granular,Urea (46% N)
maize,7.16,47,18.5,vegetative,Phosphorus & N,Granular,DAP (18-46-0)
maize,7.16,47,18.5,vegetative,Potassium,Granular,MOP (KCl)
maize,7.16,47,18.5,vegetative,Nitrogen,Granular,Ammonium Nitrate / CAN
maize,7.16,47,18.5,vegetative,Phosphorus & N,Granular,Monoammonium Phosphate (MAP 11-52-0)
maize,7.16,47,18.5,vegetative,Zinc,Granular/foliar,Zinc Sulfate
maize,7.16,47,18.5,vegetative,Calcium & Sulfur,Granular,Gypsum
maize,7.16,47,18.5,vegetative,Balanced NPK,Granular,"Compound NPK (e.g., 16-16-16)"
maize,7.16,47,18.5,vegetative,Slow release nutrients,Organic bulk,Farm Yard Manure / Compost
maize,7.16,47,18.5,vegetative,Micronutrients,Liquid (foliar),"Foliar Micronutrient mix (Fe,Zn,Mn)"
maize,6.09,62,22.6,vegetative,Nitrogen,Granular,Urea (46% N)
maize,6.09,62,22.6,vegetative,Phosphorus & N,Granular,DAP (18-46-0)
maize,6.09,62,22.6,vegetative,Potassium,Granular,MOP (KCl)
maize,6.09,62,22.6,vegetative,Nitrogen,Granular,Ammonium Nitrate / CAN
maize,6.09,62,22.6,vegetative,Phosphorus & N,Granular,Monoammonium Phosphate (MAP 11-52-0)
maize,6.09,62,22.6,vegetative,Zinc,Granular/foliar,Zinc Sulfate
maize,6.09,62,22.6,vegetative,Calcium & Sulfur,Granular,Gypsum
maize,6.09,62,22.6,vegetative,Balanced NPK,Granular,"Compound NPK (e.g., 16-16-16)"
maize,6.09,62,22.6,vegetative,Slow release nutrients,Organic bulk,Farm Yard Manure / Compost
maize,6.09,62,22.6,vegetative,Micronutrients,Liquid (foliar),"Foliar Micronutrient mix (Fe,Zn,Mn)"
maize,5.67,71,32.7,vegetative,Nitrogen,Granular,Urea (46% N)
maize,5.67,71,32.7,vegetative,Phosphorus & N,Granular,DAP (18-46-0)
maize,5.67,71,32.7,vegetative,Potassium,Granular,MOP (KCl)
maize,5.67,71,32.7,vegetative,Nitrogen,Granular,Ammonium Nitrate / CAN
maize,5.67,71,32.7,vegetative,Phosphorus & N,Granular,Monoammonium Phosphate (MAP 11-52-0)
maize,5.67,71,32.7,vegetative,Zinc,Granular/foliar,Zinc Sulfate
maize,5.67,71,32.7,vegetative,Calcium & Sulfur,Granular,Gypsum
maize,5.67,71,32.7,vegetative,Balanced NPK,Granular,"Compound NPK (e.g., 16-16-16)"
maize,5.67,71,32.7,vegetative,Slow release nutrients,Organic bulk,Farm Yard Manure / Compost
maize,5.67,71,32.7,vegetative,Micronutrients,Liquid (foliar),"Foliar Micronutrient mix (Fe,Zn,Mn)"
maize,6.98,32,29.3,vegetative,Nitrogen,Granular,Urea (46% N)
maize,6.98,32,29.3,vegetative,Phosphorus & N,Granular,DAP (18-46-0)
maize,6.98,32,29.3,vegetative,Potassium,Granular,MOP (KCl)
maize,6.98,32,29.3,vegetative,Nitrogen,Granular,Ammonium Nitrate / CAN
maize,6.98,32,29.3,vegetative,Phosphorus & N,Granular,Monoammonium Phosphate (MAP 11-52-0)
maize,6.98,32,29.3,vegetative,Zinc,Granular/foliar,Zinc Sulfate
maize,6.98,32,29.3,vegetative,Calcium & Sulfur,Granular,Gypsum
maize,6.98,32,29.3,vegetative,Balanced NPK,Granular,"Compound NPK (e.g., 16-16-16)"
maize,6.98,32,29.3,vegetative,Slow release nutrients,Organic bulk,Farm Yard Manure / Compost
maize,6.98,32,29.3,vegetative,Micronutrients,Liquid (foliar),"Foliar Micronutrient mix (Fe,Zn,Mn)"
maize,5.82,49,26.4,vegetative,Nitrogen,Granular,Urea (46% N)
maize,5.82,49,26.4,vegetative,Phosphorus & N,Granular,DAP (18-46-0)
maize,5.82,49,26.4,vegetative,Potassium,Granular,MOP (KCl)
maize,5.82,49,26.4,vegetative,Nitrogen,Granular,Ammonium Nitrate / CAN
maize,5.82,49,26.4,vegetative,Phosphorus & N,Granular,Monoammonium Phosphate (MAP 11-52-0)
maize,5.82,49,26.4,vegetative,Zinc,Granular/foliar,Zinc Sulfate
maize,5.82,49,26.4,vegetative,Calcium & Sulfur,Granular,Gypsum
maize,5.82,49,26.4,vegetative,Balanced NPK,Granular,"Compound NPK (e.g., 16-16-16)"
maize,5.82,49,26.4,vegetative,Slow release nutrients,Organic bulk,Farm Yard Manure / Compost
maize,5.82,49,26.4,vegetative,Micronutrients,Liquid (foliar),"Foliar Micronutrient mix (Fe,Zn,Mn)"
maize,6.78,49,26.0,vegetative,Nitrogen,Granular,Urea (46% N)
maize,6.78,49,26.0,vegetative,Phosphorus & N,Granular,DAP (18-46-0)
maize,6.78,49,26.0,vegetative,Potassium,Granular,MOP (KCl)
maize,6.78,49,26.0,vegetative,Nitrogen,Granular,Ammonium Nitrate / CAN
maize,6.78,49,26.0,vegetative,Phosphorus & N,Granular,Monoammonium Phosphate (MAP 11-52-0)
maize,6.78,49,26.0,vegetative,Zinc,Granular/foliar,Zinc Sulfate
maize,6.78,49,26.0,vegetative,Calcium & Sulfur,Granular,Gypsum
maize,6.78,49,26.0,vegetative,Balanced NPK,Granular,"Compound NPK (e.g., 16-16-16)"
maize,6.78,49,26.0,vegetative,Slow release nutrients,Organic bulk,Farm Yard Manure / Compost
maize,6.78,49,26.0,vegetative,Micronutrients,Liquid (foliar),"Foliar Micronutrient mix (Fe,Zn,Mn)"
maize,6.44,64,27.2,flowering,Nitrogen,Granular,Urea (46% N)
maize,6.44,64,27.2,flowering,Phosphorus & N,Granular,DAP (18-46-0)
maize,6.44,64,27.2,flowering,Potassium,Granular,MOP (KCl)
maize,6.44,64,27.2,flowering,Nitrogen,Granular,Ammonium Nitrate / CAN
maize,6.44,64,27.2,flowering,Phosphorus & N,Granular,Monoammonium Phosphate (MAP 11-52-0)
maize,6.44,64,27.2,flowering,Zinc,Granular/foliar,Zinc Sulfate
maize,6.44,64,27.2,flowering,Calcium & Sulfur,Granular,Gypsum
maize,6.44,64,27.2,flowering,Balanced NPK,Granular,"Compound NPK (e.g., 16-16-16)"
maize,6.44,64,27.2,flowering,Slow release nutrients,Organic bulk,Farm Yard Manure / Compost
maize,6.44,64,27.2,flowering,Micronutrients,Liquid (foliar),"Foliar Micronutrient mix (Fe,Zn,Mn)"
potato,6.84,40,18.1,vegetative,Higher Phosphorus for tuber initiation,Granular,NPK 14-35-14 (high P)
potato,6.84,40,18.1,vegetative,Nitrogen,Granular,Urea (46% N)
potato,6.84,40,18.1,vegetative,Potassium,Granular,Muriate of Potash (KCl)
potato,6.84,40,18.1,vegetative,Magnesium,Soluble / granular,Magnesium Sulfate
potato,6.84,40,18.1,vegetative,Calcium & N,Granular/soluble,Calcium Nitrate
potato,6.84,40,18.1,vegetative,K & S,Granular,Sulphate of Potash (K2SO4)
potato,6.84,40,18.1,vegetative,Phosphorus,Granular/slow release,Rock Phosphate (for acidic soils)
potato,6.84,40,18.1,vegetative,Multiple slow release nutrients,Organic,Fym / Compost
potato,6.84,40,18.1,vegetative,Boron,Granular/foliar,Boron (borax)
potato,6.84,40,18.1,vegetative,Quick correction of deficiencies,Liquid (foliar),Foliar NPK & Micronutrient Spray
potato,6.01,55,32.3,vegetative,Higher Phosphorus for tuber initiation,Granular,NPK 14-35-14 (high P)
potato,6.01,55,32.3,vegetative,Nitrogen,Granular,Urea (46% N)
potato,6.01,55,32.3,vegetative,Potassium,Granular,Muriate of Potash (KCl)
potato,6.01,55,32.3,vegetative,Magnesium,Soluble / granular,Magnesium Sulfate
potato,6.01,55,32.3,vegetative,Calcium & N,Granular/soluble,Calcium Nitrate
potato,6.01,55,32.3,vegetative,K & S,Granular,Sulphate of Potash (K2SO4)
potato,6.01,55,32.3,vegetative,Phosphorus,Granular/slow release,Rock Phosphate (for acidic soils)
potato,6.01,55,32.3,vegetative,Multiple slow release nutrients,Organic,Fym / Compost
potato,6.01,55,32.3,vegetative,Boron,Granular/foliar,Boron (borax)
potato,6.01,55,32.3,vegetative,Quick correction of deficiencies,Liquid (foliar),Foliar NPK & Micronutrient Spray
potato,6.05,51,27.5,vegetative,Higher Phosphorus for tuber initiation,Granular,NPK 14-35-14 (high P)
potato,6.05,51,27.5,vegetative,Nitrogen,Granular,Urea (46% N)
potato,6.05,51,27.5,vegetative,Potassium,Granular,Muriate of Potash (KCl)
potato,6.05,51,27.5,vegetative,Magnesium,Soluble / granular,Magnesium Sulfate
potato,6.05,51,27.5,vegetative,Calcium & N,Granular/soluble,Calcium Nitrate
potato,6.05,51,27.5,vegetative,K & S,Granular,Sulphate of Potash (K2SO4)
potato,6.05,51,27.5,vegetative,Phosphorus,Granular/slow release,Rock Phosphate (for acidic soils)
potato,6.05,51,27.5,vegetative,Multiple slow release nutrients,Organic,Fym / Compost
potato,6.05,51,27.5,vegetative,Boron,Granular/foliar,Boron (borax)
potato,6.05,51,27.5,vegetative,Quick correction of deficiencies,Liquid (foliar),Foliar NPK & Micronutrient Spray
potato,7.84,67,24.8,flowering,Higher Phosphorus for tuber initiation,Granular,NPK 14-35-14 (high P)
potato,7.84,67,24.8,flowering,Nitrogen,Granular,Urea (46% N)
potato,7.84,67,24.8,flowering,Potassium,Granular,Muriate of Potash (KCl)
potato,7.84,67,24.8,flowering,Magnesium,Soluble / granular,Magnesium Sulfate
potato,7.84,67,24.8,flowering,Calcium & N,Granular/soluble,Calcium Nitrate
potato,7.84,67,24.8,flowering,K & S,Granular,Sulphate of Potash (K2SO4)
potato,7.84,67,24.8,flowering,Phosphorus,Granular/slow release,Rock Phosphate (for acidic soils)
potato,7.84,67,24.8,flowering,Multiple slow release nutrients,Organic,Fym / Compost
potato,7.84,67,24.8,flowering,Boron,Granular/foliar,Boron (borax)
potato,7.84,67,24.8,flowering,Quick correction of deficiencies,Liquid (foliar),Foliar NPK & Micronutrient Spray
potato,5.63,46,36.5,vegetative,Higher Phosphorus for tuber initiation,Granular,NPK 14-35-14 (high P)
potato,5.63,46,36.5,vegetative,Nitrogen,Granular,Urea (46% N)
potato,5.63,46,36.5,vegetative,Potassium,Granular,Muriate of Potash (KCl)
potato,5.63,46,36.5,vegetative,Magnesium,Soluble / granular,Magnesium Sulfate
potato,5.63,46,36.5,vegetative,Calcium & N,Granular/soluble,Calcium Nitrate
potato,5.63,46,36.5,vegetative,K & S,Granular,Sulphate of Potash (K2SO4)
potato,5.63,46,36.5,vegetative,Phosphorus,Granular/slow release,Rock Phosphate (for acidic soils)
potato,5.63,46,36.5,vegetative,Multiple slow release nutrients,Organic,Fym / Compost
potato,5.63,46,36.5,vegetative,Boron,Granular/foliar,Boron (borax)
potato,5.63,46,36.5,vegetative,Quick correction of deficiencies,Liquid (foliar),Foliar NPK & Micronutrient Spray
potato,6.44,78,21.5,vegetative,Higher Phosphorus for tuber initiation,Granular,NPK 14-35-14 (high P)
potato,6.44,78,21.5,vegetative,Nitrogen,Granular,Urea (46% N)
potato,6.44,78,21.5,vegetative,Potassium,Granular,Muriate of Potash (KCl)
potato,6.44,78,21.5,vegetative,Magnesium,Soluble / granular,Magnesium Sulfate
potato,6.44,78,21.5,vegetative,Calcium & N,Granular/soluble,Calcium Nitrate
potato,6.44,78,21.5,vegetative,K & S,Granular,Sulphate of Potash (K2SO4)
potato,6.44,78,21.5,vegetative,Phosphorus,Granular/slow release,Rock Phosphate (for acidic soils)
potato,6.44,78,21.5,vegetative,Multiple slow release nutrients,Organic,Fym / Compost
potato,6.44,78,21.5,vegetative,Boron,Granular/foliar,Boron (borax)
potato,6.44,78,21.5,vegetative,Quick correction of deficiencies,Liquid (foliar),Foliar NPK & Micronutrient Spray
potato,6.96,55,28.4,vegetative,Higher Phosphorus for tuber initiation,Granular,NPK 14-35-14 (high P)
potato,6.96,55,28.4,vegetative,Nitrogen,Granular,Urea (46% N)
potato,6.96,55,28.4,vegetative,Potassium,Granular,Muriate of Potash (KCl)
potato,6.96,55,28.4,vegetative,Magnesium,Soluble / granular,Magnesium Sulfate
potato,6.96,55,28.4,vegetative,Calcium & N,Granular/soluble,Calcium Nitrate
potato,6.96,55,28.4,vegetative,K & S,Granular,Sulphate of Potash (K2SO4)
potato,6.96,55,28.4,vegetative,Phosphorus,Granular/slow release,Rock Phosphate (for acidic soils)
potato,6.96,55,28.4,vegetative,Multiple slow release nutrients,Organic,Fym / Compost
potato,6.96,55,28.4,vegetative,Boron,Granular/foliar,Boron (borax)
potato,6.96,55,28.4,vegetative,Quick correction of deficiencies,Liquid (foliar),Foliar NPK & Micronutrient Spray
potato,6.19,57,23.8,vegetative,Higher Phosphorus for tuber initiation,Granular,NPK 14-35-14 (high P)
potato,6.19,57,23.8,vegetative,Nitrogen,Granular,Urea (46% N)
potato,6.19,57,23.8,vegetative,Potassium,Granular,Muriate of Potash (KCl)
potato,6.19,57,23.8,vegetative,Magnesium,Soluble / granular,Magnesium Sulfate
potato,6.19,57,23.8,vegetative,Calcium & N,Granular/soluble,Calcium Nitrate
potato,6.19,57,23.8,vegetative,K & S,Granular,Sulphate of Potash (K2SO4)
potato,6.19,57,23.8,vegetative,Phosphorus,Granular/slow release,Rock Phosphate (for acidic soils)
potato,6.19,57,23.8,vegetative,Multiple slow release nutrients,Organic,Fym / Compost
potato,6.19,57,23.8,vegetative,Boron,Granular/foliar,Boron (borax)
potato,6.19,57,23.8,vegetative,Quick correction of deficiencies,Liquid (foliar),Foliar NPK & Micronutrient Spray
potato,6.99,33,23.7,vegetative,Higher Phosphorus for tuber initiation,Granular,NPK 14-35-14 (high P)
potato,6.99,33,23.7,vegetative,Nitrogen,Granular,Urea (46% N)
potato,6.99,33,23.7,vegetative,Potassium,Granular,Muriate of Potash (KCl)
potato,6.99,33,23.7,vegetative,Magnesium,Soluble / granular,Magnesium Sulfate
potato,6.99,33,23.7,vegetative,Calcium & N,Granular/soluble,Calcium Nitrate
potato,6.99,33,23.7,vegetative,K & S,Granular,Sulphate of Potash (K2SO4)
potato,6.99,33,23.7,vegetative,Phosphorus,Granular/slow release,Rock Phosphate (for acidic soils)
potato,6.99,33,23.7,vegetative,Multiple slow release nutrients,Organic,Fym / Compost
potato,6.99,33,23.7,vegetative,Boron,Granular/foliar,Boron (borax)
potato,6.99,33,23.7,vegetative,Quick correction of deficiencies,Liquid (foliar),Foliar NPK & Micronutrient Spray
